model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway,model_2008,displ_2008,cyl_2008,trans_2008,drive_2008,fuel_2008,veh_class_2008,air_pollut_2008,city_mpg_2008,hwy_mpg_2008,cmb_mpg_2008,greenhouse_2008,smartway_2008
CHEVROLET Impala,2.5,4.0,SemiAuto-6,2WD,Gasoline,large car,3.0,22.0,30.0,25.0,5.0,No,,,,,,,,,,,,,
CHEVROLET Impala,3.6,6.0,SemiAuto-6,2WD,Gasoline,large car,7.0,19.0,28.0,22.0,4.0,No,,,,,,,,,,,,,
CHEVROLET Malibu,1.5,4.0,Auto-6,2WD,Gasoline,midsize car,6.0,27.0,36.0,30.0,7.0,Yes,,,,,,,,,,,,,
CHEVROLET Malibu,1.5,4.0,Auto-6,2WD,Gasoline,midsize car,7.0,27.0,36.0,30.0,7.0,Yes,,,,,,,,,,,,,
CHEVROLET Malibu,1.8,4.0,CVT,2WD,Gasoline,midsize car,3.0,49.0,43.0,46.0,10.0,Yes,,,,,,,,,,,,,
CHEVROLET Malibu,2.0,4.0,Auto-9,2WD,Gasoline,midsize car,5.0,22.0,32.0,26.0,5.0,No,,,,,,,,,,,,,
CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Gasoline,pickup,3.0,16.0,23.0,19.0,3.0,No,,,,,,,,,,,,,
CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Gasoline,special purpose,3.0,15.0,20.0,17.0,3.0,No,,,,,,,,,,,,,
CHEVROLET Silverado 15,5.3,8.0,Auto-6,4WD,Gasoline,pickup,3.0,16.0,22.0,18.0,3.0,No,,,,,,,,,,,,,
CHEVROLET Silverado 15,5.3,8.0,Auto-6,4WD,Gasoline,special purpose,3.0,15.0,19.0,17.0,3.0,No,,,,,,,,,,,,,
CHEVROLET Silverado 15,5.3,8.0,Auto-8,2WD,Gasoline,pickup,3.0,18.0,24.0,20.0,4.0,No,,,,,,,,,,,,,
CHEVROLET Silverado 15,5.3,8.0,Auto-8,2WD,Gasoline,pickup,3.0,16.0,22.0,18.0,3.0,No,,,,,,,,,,,,,
CHEVROLET Silverado 15,5.3,8.0,Auto-8,4WD,Gasoline,pickup,3.0,16.0,21.0,18.0,3.0,No,,,,,,,,,,,,,
CHEVROLET Silverado 15,5.3,8.0,Auto-8,4WD,Gasoline,pickup,3.0,15.0,20.0,17.0,3.0,No,,,,,,,,,,,,,
CHEVROLET Silverado 15,6.2,8.0,Auto-8,2WD,Gasoline,pickup,3.0,15.0,21.0,17.0,3.0,No,,,,,,,,,,,,,
CHEVROLET Silverado 15,6.2,8.0,Auto-8,4WD,Gasoline,pickup,3.0,15.0,20.0,17.0,3.0,No,,,,,,,,,,,,,
CHEVROLET Sonic,1.4,4.0,Man-6,2WD,Gasoline,small car,3.0,28.0,37.0,32.0,7.0,Yes,,,,,,,,,,,,,
CHEVROLET Sonic,1.4,4.0,SemiAuto-6,2WD,Gasoline,small car,3.0,27.0,35.0,30.0,7.0,Yes,,,,,,,,,,,,,
CHEVROLET Sonic 5,1.4,4.0,Man-6,2WD,Gasoline,station wagon,3.0,28.0,37.0,32.0,7.0,Yes,,,,,,,,,,,,,
CHEVROLET Sonic 5,1.4,4.0,SemiAuto-6,2WD,Gasoline,station wagon,3.0,27.0,35.0,30.0,7.0,Yes,,,,,,,,,,,,,
CHEVROLET Suburban 1500,5.3,8.0,Auto-6,2WD,Gasoline,standard SUV,3.0,16.0,23.0,19.0,3.0,No,,,,,,,,,,,,,
CHEVROLET Suburban 1500,5.3,8.0,Auto-6,4WD,Gasoline,standard SUV,3.0,15.0,22.0,18.0,3.0,No,,,,,,,,,,,,,
CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,2WD,Gasoline,standard SUV,3.0,16.0,23.0,19.0,3.0,No,,,,,,,,,,,,,
CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,4WD,Gasoline,standard SUV,3.0,16.0,22.0,18.0,3.0,No,,,,,,,,,,,,,
CHEVROLET Tahoe 1500,6.2,8.0,Auto-10,2WD,Gasoline,standard SUV,3.0,14.0,23.0,17.0,3.0,No,,,,,,,,,,,,,
CHEVROLET Tahoe 1500,6.2,8.0,Auto-10,4WD,Gasoline,standard SUV,3.0,14.0,22.0,17.0,3.0,No,,,,,,,,,,,,,
CHEVROLET Traverse,3.6,6.0,SemiAuto-9,2WD,Gasoline,standard SUV,5.0,18.0,27.0,21.0,4.0,No,,,,,,,,,,,,,
CHEVROLET Traverse,3.6,6.0,SemiAuto-9,4WD,Gasoline,standard SUV,5.0,17.0,25.0,20.0,4.0,No,,,,,,,,,,,,,
CHEVROLET Trax,1.4,4.0,SemiAuto-6,4WD,Gasoline,small SUV,3.0,24.0,30.0,27.0,6.0,No,,,,,,,,,,,,,
CHRYSLER 300,3.6,6.0,Auto-8,2WD,Gasoline,large car,3.0,19.0,30.0,23.0,5.0,No,,,,,,,,,,,,,
CHRYSLER 300,3.6,6.0,Auto-8,4WD,Gasoline,large car,3.0,18.0,27.0,21.0,4.0,No,,,,,,,,,,,,,
CHRYSLER 300,5.7,8.0,Auto-8,2WD,Gasoline,large car,3.0,16.0,25.0,19.0,3.0,No,,,,,,,,,,,,,
CHRYSLER Pacifica,3.6,6.0,Auto-9,2WD,Gasoline,minivan,3.0,18.0,28.0,22.0,4.0,No,,,,,,,,,,,,,
CHRYSLER Pacifica,3.6,6.0,Auto-9,2WD,Gasoline,minivan,3.0,19.0,28.0,22.0,4.0,No,,,,,,,,,,,,,
DODGE Challenger,3.6,6.0,Auto-8,2WD,Gasoline,midsize car,3.0,19.0,30.0,23.0,5.0,No,,,,,,,,,,,,,
DODGE Challenger,5.7,8.0,Auto-8,2WD,Gasoline,midsize car,3.0,16.0,25.0,19.0,3.0,No,,,,,,,,,,,,,
DODGE Challenger,5.7,8.0,Man-6,2WD,Gasoline,midsize car,1.0,15.0,23.0,18.0,3.0,No,,,,,,,,,,,,,
DODGE Challenger,6.4,8.0,Auto-8,2WD,Gasoline,midsize car,1.0,15.0,25.0,18.0,3.0,No,,,,,,,,,,,,,
DODGE Challenger,6.4,8.0,Man-6,2WD,Gasoline,midsize car,1.0,14.0,23.0,17.0,3.0,No,,,,,,,,,,,,,
DODGE Challenger GT,3.6,6.0,Auto-8,4WD,Gasoline,midsize car,3.0,18.0,27.0,21.0,4.0,No,,,,,,,,,,,,,
DODGE Challenger SRT,6.2,8.0,Auto-8,2WD,Gasoline,midsize car,1.0,13.0,22.0,16.0,2.0,No,,,,,,,,,,,,,
DODGE Challenger SRT,6.2,8.0,Man-6,2WD,Gasoline,midsize car,1.0,13.0,21.0,16.0,2.0,No,,,,,,,,,,,,,
DODGE Challenger SRT,6.4,8.0,Auto-8,2WD,Gasoline,midsize car,1.0,15.0,25.0,18.0,3.0,No,,,,,,,,,,,,,
DODGE Challenger SRT,6.4,8.0,Man-6,2WD,Gasoline,midsize car,1.0,14.0,23.0,17.0,3.0,No,,,,,,,,,,,,,
DODGE Charger,3.6,6.0,Auto-8,2WD,Gasoline,large car,3.0,19.0,30.0,23.0,5.0,No,,,,,,,,,,,,,
DODGE Charger,3.6,6.0,Auto-8,4WD,Gasoline,large car,3.0,18.0,27.0,21.0,4.0,No,,,,,,,,,,,,,
DODGE Charger,5.7,8.0,Auto-8,2WD,Gasoline,large car,3.0,16.0,25.0,19.0,3.0,No,,,,,,,,,,,,,
DODGE Charger,6.4,8.0,Auto-8,2WD,Gasoline,large car,1.0,15.0,25.0,18.0,3.0,No,,,,,,,,,,,,,
DODGE Charger SRT,6.2,8.0,Auto-8,2WD,Gasoline,large car,1.0,13.0,22.0,16.0,2.0,No,,,,,,,,,,,,,
DODGE Charger SRT,6.4,8.0,Auto-8,2WD,Gasoline,large car,1.0,15.0,25.0,18.0,3.0,No,,,,,,,,,,,,,
DODGE Durango,3.6,6.0,Auto-8,2WD,Gasoline,standard SUV,5.0,19.0,26.0,21.0,4.0,No,,,,,,,,,,,,,
DODGE Durango,3.6,6.0,Auto-8,4WD,Gasoline,standard SUV,5.0,18.0,25.0,21.0,4.0,No,,,,,,,,,,,,,
DODGE Durango,5.7,8.0,Auto-8,2WD,Gasoline,standard SUV,3.0,14.0,22.0,17.0,3.0,No,,,,,,,,,,,,,
DODGE Durango,5.7,8.0,Auto-8,4WD,Gasoline,standard SUV,3.0,14.0,22.0,17.0,3.0,No,,,,,,,,,,,,,
DODGE Durango  SRT,6.4,8.0,Auto-8,4WD,Gasoline,standard SUV,1.0,13.0,19.0,15.0,2.0,No,,,,,,,,,,,,,
DODGE Journey,2.4,4.0,Auto-4,2WD,Gasoline,small SUV,3.0,19.0,25.0,21.0,4.0,No,,,,,,,,,,,,,
DODGE Journey,3.6,6.0,Auto-6,4WD,Gasoline,small SUV,3.0,16.0,24.0,19.0,3.0,No,,,,,,,,,,,,,
FERRARI 488 Spider,3.9,8.0,AutoMan-7,2WD,Gasoline,small car,3.0,15.0,22.0,18.0,3.0,No,,,,,,,,,,,,,
FERRARI 488 Spider,3.9,8.0,AutoMan-7,2WD,Gasoline,small car,3.0,16.0,22.0,18.0,3.0,No,,,,,,,,,,,,,
FERRARI 488 gtb,3.9,8.0,AutoMan-7,2WD,Gasoline,small car,3.0,15.0,22.0,18.0,3.0,No,,,,,,,,,,,,,
FERRARI 488 gtb,3.9,8.0,AutoMan-7,2WD,Gasoline,small car,3.0,16.0,22.0,18.0,3.0,No,,,,,,,,,,,,,
FERRARI 812 Superfast,6.5,12.0,AutoMan-7,2WD,Gasoline,small car,3.0,12.0,16.0,13.0,1.0,No,,,,,,,,,,,,,
FERRARI California T,3.9,8.0,AutoMan-7,2WD,Gasoline,small car,3.0,16.0,23.0,18.0,3.0,No,,,,,,,,,,,,,
FERRARI California T,3.9,8.0,AutoMan-7,2WD,Gasoline,small car,3.0,16.0,23.0,19.0,3.0,No,,,,,,,,,,,,,
FERRARI GTC4Lusso,6.3,12.0,AutoMan-7,4WD,Gasoline,small car,3.0,12.0,17.0,13.0,1.0,No,,,,,,,,,,,,,
FERRARI GTC4Lusso T,3.9,8.0,AutoMan-7,2WD,Gasoline,small car,3.0,15.0,21.0,17.0,3.0,No,,,,,,,,,,,,,
FIAT 500L,1.4,4.0,Auto-6,2WD,Gasoline,station wagon,3.0,22.0,30.0,25.0,5.0,No,,,,,,,,,,,,,
FORD F150,2.7,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,19.0,25.0,21.0,4.0,No,,,,,,,,,,,,,
FORD F150,2.7,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,20.0,25.0,22.0,4.0,No,,,,,,,,,,,,,
FORD F150,2.7,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,20.0,26.0,22.0,4.0,No,,,,,,,,,,,,,
FORD F150,2.7,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,18.0,23.0,20.0,4.0,No,,,,,,,,,,,,,
FORD F150,2.7,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,18.0,24.0,21.0,4.0,No,,,,,,,,,,,,,
FORD F150,2.7,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,19.0,24.0,21.0,4.0,No,,,,,,,,,,,,,
FORD F150,3.3,6.0,SemiAuto-6,2WD,Gasoline,pickup,5.0,19.0,24.0,21.0,4.0,No,,,,,,,,,,,,,
FORD F150,3.3,6.0,SemiAuto-6,2WD,Gasoline,pickup,5.0,19.0,25.0,22.0,4.0,No,,,,,,,,,,,,,
FORD F150,3.3,6.0,SemiAuto-6,4WD,Gasoline,pickup,5.0,17.0,22.0,19.0,3.0,No,,,,,,,,,,,,,
FORD F150,3.3,6.0,SemiAuto-6,4WD,Gasoline,pickup,5.0,18.0,23.0,20.0,4.0,No,,,,,,,,,,,,,
FORD F150,3.5,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,17.0,21.0,19.0,3.0,No,,,,,,,,,,,,,
FORD F150,3.5,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,17.0,22.0,19.0,3.0,No,,,,,,,,,,,,,
FORD F150,3.5,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,18.0,25.0,21.0,4.0,No,,,,,,,,,,,,,
FORD F150,3.5,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,16.0,21.0,18.0,3.0,No,,,,,,,,,,,,,
FORD F150,3.5,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,16.0,22.0,19.0,3.0,No,,,,,,,,,,,,,
FORD F150,3.5,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,17.0,23.0,19.0,3.0,No,,,,,,,,,,,,,
FORD F150,5.0,8.0,SemiAuto-10,2WD,Gasoline,pickup,3.0,16.0,20.0,17.0,3.0,No,,,,,,,,,,,,,
FORD F150,5.0,8.0,SemiAuto-10,2WD,Gasoline,pickup,3.0,16.0,21.0,18.0,3.0,No,,,,,,,,,,,,,
FORD F150,5.0,8.0,SemiAuto-10,2WD,Gasoline,pickup,3.0,17.0,23.0,19.0,3.0,No,,,,,,,,,,,,,
FORD F150,5.0,8.0,SemiAuto-10,4WD,Gasoline,pickup,3.0,15.0,19.0,17.0,3.0,No,,,,,,,,,,,,,
FORD F150,5.0,8.0,SemiAuto-10,4WD,Gasoline,pickup,3.0,16.0,20.0,17.0,3.0,No,,,,,,,,,,,,,
FORD F150,5.0,8.0,SemiAuto-10,4WD,Gasoline,pickup,3.0,16.0,22.0,18.0,3.0,No,,,,,,,,,,,,,
FORD F150 Raptor,3.5,6.0,SemiAuto-10,4WD,Gasoline,pickup,3.0,15.0,18.0,16.0,2.0,No,,,,,,,,,,,,,
FORD Flex,3.5,6.0,SemiAuto-6,2WD,Gasoline,standard SUV,3.0,16.0,23.0,19.0,3.0,No,,,,,,,,,,,,,
FORD Flex,3.5,6.0,SemiAuto-6,4WD,Gasoline,standard SUV,3.0,15.0,21.0,17.0,3.0,No,,,,,,,,,,,,,
FORD Flex,3.5,6.0,SemiAuto-6,4WD,Gasoline,standard SUV,3.0,16.0,22.0,18.0,3.0,No,,,,,,,,,,,,,
FORD Fusion,1.5,4.0,SemiAuto-6,2WD,Gasoline,midsize car,7.0,23.0,34.0,27.0,6.0,No,,,,,,,,,,,,,
FORD Fusion,2.0,4.0,SemiAuto-6,2WD,Gasoline,midsize car,5.0,21.0,31.0,25.0,5.0,No,,,,,,,,,,,,,
FORD Fusion,2.0,4.0,SemiAuto-6,4WD,Gasoline,midsize car,5.0,20.0,29.0,23.0,5.0,No,,,,,,,,,,,,,
FORD Fusion,2.5,4.0,Auto-6,2WD,Gasoline,midsize car,5.0,21.0,32.0,25.0,5.0,No,,,,,,,,,,,,,
FORD Fusion,2.7,6.0,SemiAuto-6,4WD,Gasoline,midsize car,5.0,17.0,26.0,20.0,4.0,No,,,,,,,,,,,,,
FORD Fusion Hybrid,2.0,4.0,CVT,2WD,Gasoline,midsize car,7.0,43.0,41.0,42.0,9.0,Yes,,,,,,,,,,,,,
FORD Transit Connect,2.5,4.0,SemiAuto-6,2WD,Gasoline,special purpose,3.0,19.0,27.0,22.0,4.0,No,,,,,,,,,,,,,
FORD Transit Connect,2.5,4.0,SemiAuto-6,2WD,Gasoline,special purpose,3.0,20.0,27.0,23.0,5.0,No,,,,,,,,,,,,,
GENESIS G80,3.3,6.0,SemiAuto-8,2WD,Gasoline,large car,3.0,17.0,25.0,20.0,4.0,No,,,,,,,,,,,,,
GENESIS G80,3.3,6.0,SemiAuto-8,4WD,Gasoline,large car,3.0,17.0,24.0,20.0,4.0,No,,,,,,,,,,,,,
GENESIS G80,3.8,6.0,SemiAuto-8,2WD,Gasoline,large car,5.0,19.0,27.0,22.0,4.0,No,,,,,,,,,,,,,
GENESIS G80,3.8,6.0,SemiAuto-8,4WD,Gasoline,large car,5.0,18.0,25.0,20.0,4.0,No,,,,,,,,,,,,,
GENESIS G80,5.0,8.0,SemiAuto-8,2WD,Gasoline,large car,5.0,16.0,24.0,19.0,3.0,No,,,,,,,,,,,,,
GENESIS G80,5.0,8.0,SemiAuto-8,4WD,Gasoline,large car,5.0,15.0,23.0,18.0,3.0,No,,,,,,,,,,,,,
GENESIS G90,3.3,6.0,SemiAuto-8,2WD,Gasoline,large car,3.0,17.0,24.0,20.0,4.0,No,,,,,,,,,,,,,
GENESIS G90,3.3,6.0,SemiAuto-8,4WD,Gasoline,large car,3.0,17.0,24.0,20.0,4.0,No,,,,,,,,,,,,,
GENESIS G90,5.0,8.0,SemiAuto-8,2WD,Gasoline,large car,5.0,16.0,24.0,19.0,3.0,No,,,,,,,,,,,,,
GENESIS G90,5.0,8.0,SemiAuto-8,4WD,Gasoline,large car,5.0,15.0,23.0,18.0,3.0,No,,,,,,,,,,,,,
GMC Acadia,2.5,4.0,Auto-6,2WD,Gasoline,standard SUV,3.0,21.0,26.0,23.0,5.0,No,,,,,,,,,,,,,
GMC Acadia,2.5,4.0,Auto-6,4WD,Gasoline,standard SUV,3.0,21.0,25.0,23.0,5.0,No,,,,,,,,,,,,,
GMC Acadia,3.6,6.0,Auto-6,2WD,Gasoline,standard SUV,5.0,18.0,25.0,21.0,4.0,No,,,,,,,,,,,,,
GMC Acadia,3.6,6.0,Auto-6,4WD,Gasoline,standard SUV,5.0,17.0,25.0,20.0,4.0,No,,,,,,,,,,,,,
GMC Canyon,2.5,4.0,Auto-6,2WD,Gasoline,pickup,5.0,20.0,26.0,22.0,4.0,No,,,,,,,,,,,,,
GMC Canyon,2.5,4.0,Auto-6,4WD,Gasoline,pickup,5.0,19.0,24.0,21.0,4.0,No,,,,,,,,,,,,,
GMC Canyon,2.5,4.0,Man-6,2WD,Gasoline,pickup,5.0,20.0,26.0,22.0,4.0,No,,,,,,,,,,,,,
GMC Canyon,2.8,4.0,Auto-6,2WD,Diesel,pickup,3.0,22.0,30.0,25.0,4.0,No,,,,,,,,,,,,,
GMC Canyon,2.8,4.0,Auto-6,4WD,Diesel,pickup,3.0,20.0,28.0,23.0,4.0,No,,,,,,,,,,,,,
GMC Canyon,3.6,6.0,Auto-8,2WD,Gasoline,pickup,5.0,18.0,25.0,20.0,4.0,No,,,,,,,,,,,,,
GMC Canyon,3.6,6.0,Auto-8,2WD,Gasoline,special purpose,5.0,15.0,15.0,15.0,2.0,No,,,,,,,,,,,,,
GMC Canyon,3.6,6.0,Auto-8,4WD,Gasoline,pickup,5.0,17.0,24.0,19.0,3.0,No,,,,,,,,,,,,,
GMC Sierra 15,5.3,8.0,Auto-6,2WD,Gasoline,pickup,3.0,16.0,23.0,19.0,3.0,No,,,,,,,,,,,,,
GMC Sierra 15,5.3,8.0,Auto-6,2WD,Gasoline,special purpose,3.0,15.0,20.0,17.0,3.0,No,,,,,,,,,,,,,
GMC Sierra 15,5.3,8.0,Auto-6,4WD,Gasoline,pickup,3.0,16.0,22.0,18.0,3.0,No,,,,,,,,,,,,,
GMC Sierra 15,5.3,8.0,Auto-6,4WD,Gasoline,special purpose,3.0,15.0,19.0,17.0,3.0,No,,,,,,,,,,,,,
GMC Sierra 15,5.3,8.0,Auto-8,2WD,Gasoline,pickup,3.0,18.0,24.0,20.0,4.0,No,,,,,,,,,,,,,
GMC Sierra 15,5.3,8.0,Auto-8,2WD,Gasoline,pickup,3.0,16.0,22.0,18.0,3.0,No,,,,,,,,,,,,,
GMC Sierra 15,5.3,8.0,Auto-8,4WD,Gasoline,pickup,3.0,16.0,21.0,18.0,3.0,No,,,,,,,,,,,,,
GMC Sierra 15,5.3,8.0,Auto-8,4WD,Gasoline,pickup,3.0,15.0,20.0,17.0,3.0,No,,,,,,,,,,,,,
GMC Sierra 15,6.2,8.0,Auto-8,2WD,Gasoline,pickup,3.0,15.0,21.0,17.0,3.0,No,,,,,,,,,,,,,
GMC Sierra 15,6.2,8.0,Auto-8,4WD,Gasoline,pickup,3.0,15.0,20.0,17.0,3.0,No,,,,,,,,,,,,,
GMC Terrain,1.5,4.0,Auto-9,2WD,Gasoline,small SUV,5.0,26.0,30.0,28.0,6.0,No,,,,,,,,,,,,,
GMC Terrain,1.5,4.0,Auto-9,4WD,Gasoline,small SUV,5.0,24.0,28.0,26.0,5.0,No,,,,,,,,,,,,,
GMC Terrain,1.6,4.0,Auto-6,2WD,Diesel,small SUV,3.0,28.0,39.0,32.0,6.0,No,,,,,,,,,,,,,
GMC Terrain,1.6,4.0,Auto-6,4WD,Diesel,small SUV,3.0,28.0,38.0,32.0,6.0,No,,,,,,,,,,,,,
GMC Terrain,2.0,4.0,Auto-9,2WD,Gasoline,small SUV,5.0,22.0,28.0,24.0,5.0,No,,,,,,,,,,,,,
GMC Terrain,2.0,4.0,Auto-9,4WD,Gasoline,small SUV,5.0,21.0,26.0,23.0,5.0,No,,,,,,,,,,,,,
GMC Yukon 1500,5.3,8.0,Auto-6,2WD,Gasoline,standard SUV,3.0,16.0,23.0,19.0,3.0,No,,,,,,,,,,,,,
GMC Yukon 1500,5.3,8.0,Auto-6,4WD,Gasoline,standard SUV,3.0,16.0,22.0,18.0,3.0,No,,,,,,,,,,,,,
GMC Yukon 1500,6.2,8.0,Auto-10,2WD,Gasoline,standard SUV,3.0,14.0,23.0,17.0,3.0,No,,,,,,,,,,,,,
GMC Yukon 1500,6.2,8.0,Auto-10,4WD,Gasoline,standard SUV,3.0,14.0,22.0,17.0,3.0,No,,,,,,,,,,,,,
GMC Yukon 1500 XL,5.3,8.0,Auto-6,2WD,Gasoline,standard SUV,3.0,16.0,23.0,19.0,3.0,No,,,,,,,,,,,,,
GMC Yukon 1500 XL,6.2,8.0,Auto-10,2WD,Gasoline,standard SUV,3.0,14.0,23.0,17.0,3.0,No,,,,,,,,,,,,,
GMC Yukon XL 1500,5.3,8.0,Auto-6,4WD,Gasoline,standard SUV,3.0,15.0,22.0,18.0,3.0,No,,,,,,,,,,,,,
GMC Yukon XL 1500,6.2,8.0,Auto-10,4WD,Gasoline,standard SUV,3.0,14.0,21.0,16.0,2.0,No,,,,,,,,,,,,,
HONDA Civic 5Dr,1.5,4.0,CVT,2WD,Gasoline,large car,7.0,31.0,40.0,34.0,8.0,Yes,,,,,,,,,,,,,
HONDA Civic 5Dr,1.5,4.0,CVT,2WD,Gasoline,large car,3.0,31.0,40.0,34.0,8.0,Yes,,,,,,,,,,,,,
HONDA Civic 5Dr,1.5,4.0,Man-6,2WD,Gasoline,large car,3.0,29.0,38.0,33.0,8.0,Yes,,,,,,,,,,,,,
HONDA Civic 5Dr,1.5,4.0,SCV-7,2WD,Gasoline,large car,7.0,30.0,36.0,32.0,7.0,Yes,,,,,,,,,,,,,
HONDA Civic 5Dr,1.5,4.0,SCV-7,2WD,Gasoline,large car,3.0,30.0,36.0,32.0,7.0,Yes,,,,,,,,,,,,,
HONDA Fit,1.5,4.0,CVT,2WD,Gasoline,station wagon,7.0,33.0,40.0,36.0,8.0,Yes,,,,,,,,,,,,,
HONDA Fit,1.5,4.0,Man-6,2WD,Gasoline,station wagon,3.0,29.0,36.0,31.0,7.0,Yes,,,,,,,,,,,,,
HONDA Fit,1.5,4.0,SCV-7,2WD,Gasoline,station wagon,7.0,31.0,36.0,33.0,8.0,Yes,,,,,,,,,,,,,
HONDA HR-V,1.8,4.0,CVT,2WD,Gasoline,station wagon,3.0,28.0,34.0,31.0,7.0,Yes,,,,,,,,,,,,,
HONDA HR-V,1.8,4.0,CVT,4WD,Gasoline,station wagon,3.0,27.0,31.0,29.0,6.0,No,,,,,,,,,,,,,
HONDA HR-V,1.8,4.0,Man-6,2WD,Gasoline,station wagon,3.0,25.0,33.0,28.0,6.0,No,,,,,,,,,,,,,
HONDA HR-V,1.8,4.0,SCV-7,2WD,Gasoline,station wagon,3.0,28.0,34.0,31.0,7.0,Yes,,,,,,,,,,,,,
HONDA HR-V,1.8,4.0,SCV-7,4WD,Gasoline,station wagon,3.0,27.0,31.0,29.0,6.0,No,,,,,,,,,,,,,
HONDA Ridgeline,3.5,6.0,Auto-6,2WD,Gasoline,pickup,3.0,19.0,26.0,22.0,4.0,No,,,,,,,,,,,,,
HONDA Ridgeline,3.5,6.0,Auto-6,4WD,Gasoline,pickup,3.0,18.0,25.0,21.0,4.0,No,,,,,,,,,,,,,
HYUNDAI Elantra,1.4,4.0,AutoMan-7,2WD,Gasoline,midsize car,3.0,32.0,40.0,35.0,8.0,Yes,,,,,,,,,,,,,
HYUNDAI Elantra,1.6,4.0,AutoMan-7,2WD,Gasoline,midsize car,3.0,26.0,33.0,29.0,6.0,No,,,,,,,,,,,,,
HYUNDAI Elantra,1.6,4.0,Man-6,2WD,Gasoline,midsize car,3.0,22.0,30.0,25.0,5.0,No,,,,,,,,,,,,,
HYUNDAI Elantra,2.0,4.0,Man-6,2WD,Gasoline,midsize car,5.0,26.0,36.0,29.0,6.0,No,,,,,,,,,,,,,
HYUNDAI Elantra,2.0,4.0,SemiAuto-6,2WD,Gasoline,midsize car,7.0,28.0,37.0,32.0,7.0,Yes,,,,,,,,,,,,,
HYUNDAI Elantra,2.0,4.0,SemiAuto-6,2WD,Gasoline,midsize car,5.0,28.0,37.0,32.0,7.0,Yes,,,,,,,,,,,,,
HYUNDAI Elantra GT,1.6,4.0,AutoMan-7,2WD,Gasoline,large car,3.0,26.0,32.0,28.0,6.0,No,,,,,,,,,,,,,
HYUNDAI Elantra GT,1.6,4.0,Man-6,2WD,Gasoline,large car,3.0,22.0,29.0,25.0,5.0,No,,,,,,,,,,,,,
HYUNDAI Elantra GT,2.0,4.0,Man-6,2WD,Gasoline,large car,3.0,23.0,31.0,26.0,5.0,No,,,,,,,,,,,,,
HYUNDAI Elantra GT,2.0,4.0,SemiAuto-6,2WD,Gasoline,large car,3.0,24.0,32.0,27.0,6.0,No,,,,,,,,,,,,,
HYUNDAI Elantra SE,2.0,4.0,SemiAuto-6,2WD,Gasoline,midsize car,7.0,29.0,38.0,33.0,8.0,Yes,,,,,,,,,,,,,
HYUNDAI Elantra SE,2.0,4.0,SemiAuto-6,2WD,Gasoline,midsize car,5.0,29.0,38.0,33.0,8.0,Yes,,,,,,,,,,,,,
HYUNDAI Santa Fe,3.3,6.0,SemiAuto-6,2WD,Gasoline,small SUV,3.0,18.0,25.0,21.0,4.0,No,,,,,,,,,,,,,
HYUNDAI Santa Fe,3.3,6.0,SemiAuto-6,4WD,Gasoline,small SUV,3.0,18.0,24.0,20.0,4.0,No,,,,,,,,,,,,,
HYUNDAI Santa Fe Sport,2.0,4.0,SemiAuto-6,2WD,Gasoline,small SUV,3.0,20.0,28.0,23.0,5.0,No,,,,,,,,,,,,,
HYUNDAI Santa Fe Sport,2.0,4.0,SemiAuto-6,4WD,Gasoline,small SUV,3.0,19.0,26.0,22.0,4.0,No,,,,,,,,,,,,,
HYUNDAI Santa Fe Sport,2.4,4.0,SemiAuto-6,2WD,Gasoline,small SUV,5.0,21.0,27.0,24.0,5.0,No,,,,,,,,,,,,,
HYUNDAI Santa Fe Sport,2.4,4.0,SemiAuto-6,4WD,Gasoline,small SUV,5.0,20.0,26.0,22.0,4.0,No,,,,,,,,,,,,,
HYUNDAI Santa Fe Sport Ultimate,2.0,4.0,SemiAuto-6,2WD,Gasoline,small SUV,3.0,20.0,27.0,23.0,5.0,No,,,,,,,,,,,,,
HYUNDAI Santa Fe Sport Ultimate,2.0,4.0,SemiAuto-6,4WD,Gasoline,small SUV,3.0,19.0,24.0,21.0,4.0,No,,,,,,,,,,,,,
HYUNDAI Santa Fe Ultimate,3.3,6.0,SemiAuto-6,2WD,Gasoline,small SUV,3.0,17.0,23.0,20.0,4.0,No,,,,,,,,,,,,,
HYUNDAI Santa Fe Ultimate,3.3,6.0,SemiAuto-6,4WD,Gasoline,small SUV,3.0,17.0,22.0,19.0,3.0,No,,,,,,,,,,,,,
